"","SACRIFICE_PERIOD","rDOSE_LEVEL","compound_sutherland","toxclass","toxlabel","time_index","toxact","COMPOUND_NAME","compound_tggates","chembl_id","compound_chembl"
"135","15 day","rHigh","CHLORMEZANONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","chlormezanone","chlormezanone","CHEMBL1200714","CHLORMEZANONE"
"136","15 day","rMiddle","ETHAMBUTOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"137","15 day","rHigh","HEXACHLOROBENZENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"138","15 day","rMiddle","HEXACHLOROBENZENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"139","15 day","rHigh","HYDROXYZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","hydroxyzine","hydroxyzine","CHEMBL896","HYDROXYZINE"
"140","15 day","rHigh","IMIPRAMINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","imipramine","imipramine","CHEMBL11","IMIPRAMINE"
"141","15 day","rHigh","METHIMAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","methimazole","methimazole","CHEMBL1515","METHIMAZOLE"
"142","15 day","rHigh","MONOCROTALINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"143","15 day","rHigh","OMEPRAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"144","15 day","rMiddle","OMEPRAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"145","15 day","rHigh","PAPAVERINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","papaverine","papaverine","CHEMBL19224","PAPAVERINE"
"146","15 day","rMiddle","PHENOBARBITAL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","phenobarbital","phenobarbital","CHEMBL40","PHENOBARBITAL"
"147","15 day","rMiddle","PROMETHAZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_high","promethazine","promethazine","CHEMBL643","PROMETHAZINE"
"148","15 day","rMiddle","METHAPYRILENE","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_high","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"149","15 day","rMiddle","PUROMYCIN AMINONUCLEOSIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",7,"toxact_high","puromycin_aminonucleoside","puromycin aminonucleoside","CHEMBL1233071","PUROMYCIN AMINONUCLEOSIDE"
"150","15 day","rHigh","AMITRIPTYLINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_high","amitriptyline","amitriptyline","CHEMBL629","AMITRIPTYLINE"
"151","29 day","rHigh","CLOFIBRATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_high","clofibrate","clofibrate","CHEMBL565","CLOFIBRATE"
"152","29 day","rHigh","COUMARIN","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_high","coumarin","coumarin","CHEMBL6466","COUMARIN"
"153","29 day","rMiddle","GEMFIBROZIL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_high","gemfibrozil","gemfibrozil","CHEMBL457","GEMFIBROZIL"
"154","29 day","rHigh","2-ACETYLAMINOFLUORENE","Hyperplasia:Biliary","Biliary Hyperplasia",8,"toxact_high","acetamidofluorene","acetamidofluorene","CHEMBL311469","2-ACETYLAMINOFLUORENE"
"155","29 day","rHigh","THIOACETAMIDE","Hyperplasia:Biliary","Biliary Hyperplasia",8,"toxact_high","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"156","29 day","rLow","CARBAMAZEPINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","carbamazepine","carbamazepine","CHEMBL108","CARBAMAZEPINE"
"157","29 day","rMiddle","CARBAMAZEPINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","carbamazepine","carbamazepine","CHEMBL108","CARBAMAZEPINE"
"158","29 day","rMiddle","CHLORAMPHENICOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","chloramphenicol","chloramphenicol","CHEMBL130","CHLORAMPHENICOL"
"159","29 day","rMiddle","CHLORPROPAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","chlorpropamide","chlorpropamide","CHEMBL498","CHLORPROPAMIDE"
"160","29 day","rHigh","COUMARIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","coumarin","coumarin","CHEMBL6466","COUMARIN"
"161","29 day","rHigh","DANTROLENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"162","29 day","rHigh","DIAZEPAM","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","diazepam","diazepam","CHEMBL12","DIAZEPAM"
"163","29 day","rMiddle","DILTIAZEM","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","diltiazem","diltiazem","CHEMBL23","DILTIAZEM"
"164","29 day","rLow","ETHAMBUTOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"165","29 day","rMiddle","FLUTAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","flutamide","flutamide","CHEMBL806","FLUTAMIDE"
"166","29 day","rLow","HEXACHLOROBENZENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"167","29 day","rMiddle","HYDROXYZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","hydroxyzine","hydroxyzine","CHEMBL896","HYDROXYZINE"
"168","29 day","rHigh","KETOCONAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","ketoconazole","ketoconazole","CHEMBL157101","KETOCONAZOLE"
"169","29 day","rHigh","LOMUSTINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"170","29 day","rMiddle","METHAPYRILENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"171","29 day","rHigh","17-METHYLTESTOSTERONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","methyltestosterone","methyltestosterone","CHEMBL1395","METHYLTESTOSTERONE"
"172","29 day","rHigh","MEXILETINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","mexiletine","mexiletine","CHEMBL558","MEXILETINE"
"173","29 day","rMiddle","MONOCROTALINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"174","29 day","rHigh","PHENACETIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","phenacetin","phenacetin","CHEMBL16073","PHENACETIN"
"175","29 day","rMiddle","PHENYTOIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","phenytoin","phenytoin","CHEMBL16","PHENYTOIN"
"176","29 day","rHigh","QUINIDINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","quinidine","quinidine","CHEMBL1294","QUINIDINE"
"177","29 day","rMiddle","TICLOPIDINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","ticlopidine","ticlopidine","CHEMBL833","TICLOPIDINE"
"178","29 day","rHigh","TOLBUTAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_high","tolbutamide","tolbutamide","CHEMBL782","TOLBUTAMIDE"
"179","29 day","rMiddle","MONOCROTALINE","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_high","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"180","29 day","rHigh","METHAPYRILENE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",8,"toxact_high","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"181","29 day","rHigh","HEXACHLOROBENZENE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",8,"toxact_high","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"182","29 day","rHigh","HYDROXYZINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",8,"toxact_high","hydroxyzine","hydroxyzine","CHEMBL896","HYDROXYZINE"
"183","29 day","rHigh","IMIPRAMINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",8,"toxact_high","imipramine","imipramine","CHEMBL11","IMIPRAMINE"
"184","3 hr","rHigh","3-METHYLCHOLANTHRENE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","3-methylcholanthrene","3-methylcholanthrene","CHEMBL40583","3-METHYLCHOLANTHRENE"
"185","3 hr","rMiddle","3-METHYLCHOLANTHRENE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","3-methylcholanthrene","3-methylcholanthrene","CHEMBL40583","3-METHYLCHOLANTHRENE"
"186","3 hr","rHigh","COLCHICINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","colchicine","colchicine","CHEMBL107","COLCHICINE"
"187","3 hr","rHigh","CYCLOHEXIMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","cycloheximide","cycloheximide","CHEMBL123292","CYCLOHEXIMIDE"
"188","3 hr","rLow","CYCLOHEXIMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","cycloheximide","cycloheximide","CHEMBL123292","CYCLOHEXIMIDE"
"189","3 hr","rMiddle","CYCLOHEXIMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","cycloheximide","cycloheximide","CHEMBL123292","CYCLOHEXIMIDE"
"190","3 hr","rHigh","ETHIONAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"191","3 hr","rLow","ETHIONAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"192","3 hr","rMiddle","ETHIONAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"193","3 hr","rHigh","GEFITINIB","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",1,"toxact_low","gefitinib","gefitinib","CHEMBL939","GEFITINIB"
"194","3 hr","rHigh","PHALLOIDIN","Congestion\Hemorrhage\Edema:Vascular","Vascular Edema",1,"toxact_low","phalloidin","phalloidin","CHEMBL502682","PHALLOIDIN"
"195","3 hr","rMiddle","LIPOPOLYSACCHARIDE E. COLI O55:B5","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",1,"toxact_low","LPS","lps","CHEMBL1234081",""
"196","3 hr","rHigh","4,4'-METHYLENEDIANILINE","Dilation\Dilatation\Ectasia\Distension:Vascular","Vascular Distension",1,"toxact_low","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"197","3 hr","rMiddle","4,4'-METHYLENEDIANILINE","Dilation\Dilatation\Ectasia\Distension:Vascular","Vascular Distension",1,"toxact_low","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"198","3 hr","rHigh","3-METHYLCHOLANTHRENE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",1,"toxact_low","3-methylcholanthrene","3-methylcholanthrene","CHEMBL40583","3-METHYLCHOLANTHRENE"
"199","3 hr","rMiddle","3-METHYLCHOLANTHRENE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",1,"toxact_low","3-methylcholanthrene","3-methylcholanthrene","CHEMBL40583","3-METHYLCHOLANTHRENE"
"200","3 hr","rMiddle","COLCHICINE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",1,"toxact_low","colchicine","colchicine","CHEMBL107","COLCHICINE"
"201","6 hr","rHigh","BORTEZOMIB","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",2,"toxact_low","bortezomib","bortezomib","CHEMBL325041","BORTEZOMIB"
"202","6 hr","rMiddle","COLCHICINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",2,"toxact_low","colchicine","colchicine","CHEMBL107","COLCHICINE"
"203","6 hr","rHigh","GALACTOSAMINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",2,"toxact_low","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"204","6 hr","rLow","GALACTOSAMINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",2,"toxact_low","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"205","6 hr","rMiddle","GALACTOSAMINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",2,"toxact_low","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"206","6 hr","rMiddle","LIPOPOLYSACCHARIDE E. COLI O55:B5","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",2,"toxact_low","LPS","lps","CHEMBL1234081",""
"207","6 hr","rHigh","METHAPYRILENE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",2,"toxact_low","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"208","6 hr","rHigh","THIOACETAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",2,"toxact_low","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"209","6 hr","rHigh","CARBON TETRACHLORIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",2,"toxact_low","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"210","6 hr","rMiddle","ETHINYLESTRADIOL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",2,"toxact_low","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"211","6 hr","rHigh","GALACTOSAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",2,"toxact_low","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"212","6 hr","rLow","GALACTOSAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",2,"toxact_low","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"213","6 hr","rMiddle","GALACTOSAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",2,"toxact_low","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"214","6 hr","rHigh","LIPOPOLYSACCHARIDE E. COLI O55:B5","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",2,"toxact_low","LPS","lps","CHEMBL1234081",""
"215","6 hr","rHigh","PIRINIXIC ACID","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",2,"toxact_low","WY-14643","wy-14643","CHEMBL295416","PIRINIXIC ACID"
"216","6 hr","rHigh","BROMOETHYLAMINE","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",2,"toxact_low","bromoethylamine","bromoethylamine","CHEMBL1697693","BROMOETHANAMINE"
"217","6 hr","rHigh","CHLORMADINONE ACETATE","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",2,"toxact_low","chlormadinone","chlormadinone","CHEMBL1697830","CHLORMADINONE"
"218","6 hr","rLow","CHLORMADINONE ACETATE","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",2,"toxact_low","chlormadinone","chlormadinone","CHEMBL1697830","CHLORMADINONE"
"219","6 hr","rMiddle","CHLORMADINONE ACETATE","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",2,"toxact_low","chlormadinone","chlormadinone","CHEMBL1697830","CHLORMADINONE"
"220","6 hr","rHigh","BORTEZOMIB","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",2,"toxact_low","bortezomib","bortezomib","CHEMBL325041","BORTEZOMIB"
"221","6 hr","rHigh","METHAPYRILENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",2,"toxact_low","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"222","6 hr","rLow","ETHIONAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",2,"toxact_low","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"223","6 hr","rMiddle","ETHIONAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",2,"toxact_low","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"224","6 hr","rMiddle","GALACTOSAMINE","Infiltration\Inflammation:Inflammation","Inflammation",2,"toxact_low","galactosamine","galactosamine","CHEMBL606759","GLUCOSAMINE"
"225","6 hr","rHigh","COLCHICINE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",2,"toxact_low","colchicine","colchicine","CHEMBL107","COLCHICINE"
"226","6 hr","rHigh","DIETHYL MALEATE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",2,"toxact_low","diethyl_maleate","diethyl maleate","CHEMBL2037000","DIETHYL MALEATE"
"227","6 hr","rHigh","PHORONE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",2,"toxact_low","phorone","phorone","CHEMBL2766015","PHORONE"
"228","6 hr","rHigh","PHORONE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",2,"toxact_low","phorone","phorone","CHEMBL2766015","PHORONE"
"229","9 hr","rHigh","PHALLOIDIN","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",3,"toxact_low","phalloidin","phalloidin","CHEMBL502682","PHALLOIDIN"
"230","9 hr","rHigh","PHORONE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",3,"toxact_low","phorone","phorone","CHEMBL2766015","PHORONE"
"231","9 hr","rMiddle","THIOACETAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",3,"toxact_low","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"232","9 hr","rHigh","TUNICAMYCIN","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",3,"toxact_low","tunicamycin","tunicamycin","CHEMBL505513","TUNICAMYCIN"
"233","9 hr","rMiddle","AMPHOTERICIN B","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",3,"toxact_low","amphotericin_B","amphotericin b","CHEMBL267345","AMPHOTERICIN B"
"234","9 hr","rLow","PIRINIXIC ACID","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",3,"toxact_low","WY-14643","wy-14643","CHEMBL295416","PIRINIXIC ACID"
"235","9 hr","rMiddle","PIRINIXIC ACID","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",3,"toxact_low","WY-14643","wy-14643","CHEMBL295416","PIRINIXIC ACID"
"236","9 hr","rLow","4,4'-METHYLENEDIANILINE","Dilation\Dilatation\Ectasia\Distension:Vascular","Vascular Distension",3,"toxact_low","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"237","9 hr","rHigh","ETHIONAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",3,"toxact_low","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"238","9 hr","rHigh","ETHIONINE","Infiltration\Inflammation:Inflammation","Inflammation",3,"toxact_low","ethionine","ethionine","CHEMBL203187","ETHIONINE"
"239","9 hr","rHigh","METHAPYRILENE","Infiltration\Inflammation:Inflammation","Inflammation",3,"toxact_low","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"240","9 hr","rHigh","THIOACETAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",3,"toxact_low","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"241","9 hr","rMiddle","THIOACETAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",3,"toxact_low","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"242","9 hr","rMiddle","BENDAZAC","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",3,"toxact_low","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
"243","9 hr","rHigh","BORTEZOMIB","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",3,"toxact_low","bortezomib","bortezomib","CHEMBL325041","BORTEZOMIB"
"244","9 hr","rHigh","DEXAMETHASONE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",3,"toxact_low","dexamethasone","dexamethasone","CHEMBL384467","DEXAMETHASONE"
"245","9 hr","rMiddle","DEXAMETHASONE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",3,"toxact_low","dexamethasone","dexamethasone","CHEMBL384467","DEXAMETHASONE"
"246","24 hr","rHigh","AFLATOXIN B1","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",4,"toxact_low","aflatoxin_B1","aflatoxin b1","CHEMBL1697694","AFLATOXIN"
"247","24 hr","rLow","AFLATOXIN B1","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",4,"toxact_low","aflatoxin_B1","aflatoxin b1","CHEMBL1697694","AFLATOXIN"
"248","24 hr","rMiddle","AFLATOXIN B1","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",4,"toxact_low","aflatoxin_B1","aflatoxin b1","CHEMBL1697694","AFLATOXIN"
"249","24 hr","rHigh","N-NITROSODIETHYLAMINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",4,"toxact_low","nitrosodiethylamine","nitrosodiethylamine","CHEMBL164290","N-NITROSODIETHYLAMINE"
