"DOSE","DOSE_UNIT","COMPOUND_NAME","n","DOSE_LEVEL","SINGLE_REPEAT_TYPE","SACRIFICE_PERIOD","rDOSE_LEVEL"
100,"mg/kg","glibenclamide",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","griseofulvin",8,"Low","Single","3 hr","rLow"
100,"mg/kg","griseofulvin",8,"Low","Single","6 hr","rLow"
100,"mg/kg","griseofulvin",8,"Low","Single","9 hr","rLow"
100,"mg/kg","griseofulvin",8,"Low","Single","24 hr","rLow"
100,"mg/kg","griseofulvin",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","griseofulvin",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","griseofulvin",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","griseofulvin",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","hydroxyzine",8,"High","Single","3 hr","rHigh"
100,"mg/kg","hydroxyzine",8,"High","Single","6 hr","rHigh"
100,"mg/kg","hydroxyzine",8,"High","Single","9 hr","rHigh"
100,"mg/kg","hydroxyzine",8,"High","Single","24 hr","rHigh"
100,"mg/kg","hydroxyzine",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","hydroxyzine",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","hydroxyzine",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","hydroxyzine",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","imipramine",8,"High","Single","3 hr","rHigh"
100,"mg/kg","imipramine",8,"High","Single","6 hr","rHigh"
100,"mg/kg","imipramine",8,"High","Single","9 hr","rHigh"
100,"mg/kg","imipramine",8,"High","Single","24 hr","rHigh"
100,"mg/kg","imipramine",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","imipramine",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","imipramine",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","imipramine",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","ketoconazole",8,"High","Single","3 hr","rHigh"
100,"mg/kg","ketoconazole",8,"High","Single","6 hr","rHigh"
100,"mg/kg","ketoconazole",8,"High","Single","9 hr","rHigh"
100,"mg/kg","ketoconazole",8,"High","Single","24 hr","rHigh"
100,"mg/kg","ketoconazole",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","ketoconazole",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","ketoconazole",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","ketoconazole",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","mefenamic acid",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","mefenamic acid",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","mefenamic acid",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","mefenamic acid",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","mefenamic acid",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","mefenamic acid",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","mefenamic acid",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","mefenamic acid",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","metformin",8,"Low","Single","3 hr","rLow"
100,"mg/kg","metformin",8,"Low","Single","6 hr","rLow"
100,"mg/kg","metformin",8,"Low","Single","9 hr","rLow"
100,"mg/kg","metformin",8,"Low","Single","24 hr","rLow"
100,"mg/kg","metformin",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","metformin",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","metformin",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","metformin",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","methapyrilene",8,"High","Single","3 hr","rHigh"
100,"mg/kg","methapyrilene",8,"High","Single","6 hr","rHigh"
100,"mg/kg","methapyrilene",8,"High","Single","9 hr","rHigh"
100,"mg/kg","methapyrilene",8,"High","Single","24 hr","rHigh"
100,"mg/kg","methapyrilene",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","methapyrilene",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","methapyrilene",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","methapyrilene",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","methimazole",8,"High","Single","3 hr","rHigh"
100,"mg/kg","methimazole",8,"High","Single","6 hr","rHigh"
100,"mg/kg","methimazole",8,"High","Single","9 hr","rHigh"
100,"mg/kg","methimazole",8,"High","Single","24 hr","rHigh"
100,"mg/kg","methimazole",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","methimazole",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","methimazole",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","methimazole",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","methylene dianiline",8,"Middle","Single","3 hr","rHigh"
100,"mg/kg","methylene dianiline",8,"Middle","Single","6 hr","rHigh"
100,"mg/kg","methylene dianiline",8,"Middle","Single","9 hr","rHigh"
100,"mg/kg","methylene dianiline",8,"Middle","Single","24 hr","rHigh"
100,"mg/kg","methylene dianiline",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","methylene dianiline",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","methylene dianiline",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","methylene dianiline",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","methyltestosterone",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","methyltestosterone",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","methyltestosterone",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","methyltestosterone",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","methyltestosterone",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","methyltestosterone",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","methyltestosterone",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","methyltestosterone",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","nicotinic acid",8,"Low","Single","3 hr","rLow"
100,"mg/kg","nicotinic acid",8,"Low","Single","6 hr","rLow"
100,"mg/kg","nicotinic acid",8,"Low","Single","9 hr","rLow"
100,"mg/kg","nicotinic acid",8,"Low","Single","24 hr","rLow"
100,"mg/kg","nicotinic acid",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","nicotinic acid",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","nicotinic acid",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","nicotinic acid",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","nifedipine",8,"Low","Single","3 hr","rLow"
100,"mg/kg","nifedipine",8,"Low","Single","6 hr","rLow"
100,"mg/kg","nifedipine",8,"Low","Single","9 hr","rLow"
100,"mg/kg","nifedipine",8,"Low","Single","24 hr","rLow"
100,"mg/kg","nifedipine",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","nifedipine",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","nifedipine",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","nifedipine",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","nimesulide",8,"Middle","Single","3 hr","rHigh"
100,"mg/kg","nimesulide",8,"Middle","Single","6 hr","rHigh"
100,"mg/kg","nimesulide",8,"Middle","Single","9 hr","rHigh"
100,"mg/kg","nimesulide",8,"Middle","Single","24 hr","rHigh"
100,"mg/kg","nimesulide",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","nimesulide",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","nimesulide",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","nimesulide",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","nitrofurantoin",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","nitrofurantoin",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","nitrofurantoin",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","nitrofurantoin",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","nitrofurantoin",8,"Low","Single","3 hr","rHigh"
100,"mg/kg","nitrofurantoin",8,"Low","Single","6 hr","rHigh"
100,"mg/kg","nitrofurantoin",8,"Low","Single","9 hr","rHigh"
100,"mg/kg","nitrofurantoin",8,"Low","Single","24 hr","rHigh"
100,"mg/kg","nitrofurazone",8,"Middle","Single","3 hr","rHigh"
100,"mg/kg","nitrofurazone",8,"Middle","Single","6 hr","rHigh"
100,"mg/kg","nitrofurazone",8,"Middle","Single","9 hr","rHigh"
100,"mg/kg","nitrofurazone",8,"Middle","Single","24 hr","rHigh"
100,"mg/kg","nitrofurazone",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","nitrofurazone",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","nitrofurazone",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","nitrofurazone",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","omeprazole",8,"Low","Single","3 hr","rLow"
100,"mg/kg","omeprazole",8,"Low","Single","6 hr","rLow"
100,"mg/kg","omeprazole",8,"Low","Single","9 hr","rLow"
100,"mg/kg","omeprazole",8,"Low","Single","24 hr","rLow"
100,"mg/kg","omeprazole",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","omeprazole",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","omeprazole",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","omeprazole",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","penicillamine",8,"Low","Single","3 hr","rLow"
100,"mg/kg","penicillamine",8,"Low","Single","6 hr","rLow"
100,"mg/kg","penicillamine",8,"Low","Single","9 hr","rLow"
100,"mg/kg","penicillamine",8,"Low","Single","24 hr","rLow"
100,"mg/kg","penicillamine",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","penicillamine",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","penicillamine",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","penicillamine",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","phenobarbital",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","phenobarbital",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","phenobarbital",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","phenobarbital",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","phenobarbital",8,"Low","Single","3 hr","rHigh"
100,"mg/kg","phenobarbital",8,"Low","Single","6 hr","rHigh"
100,"mg/kg","phenobarbital",8,"Low","Single","9 hr","rHigh"
100,"mg/kg","phenobarbital",8,"Low","Single","24 hr","rHigh"
100,"mg/kg","propylthiouracil",8,"High","Single","3 hr","rHigh"
100,"mg/kg","propylthiouracil",8,"High","Single","6 hr","rHigh"
100,"mg/kg","propylthiouracil",8,"High","Single","9 hr","rHigh"
100,"mg/kg","propylthiouracil",8,"High","Single","24 hr","rHigh"
100,"mg/kg","propylthiouracil",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","propylthiouracil",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","propylthiouracil",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","propylthiouracil",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","ranitidine",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","ranitidine",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","ranitidine",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","ranitidine",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","ranitidine",8,"Low","Single","3 hr","rLow"
100,"mg/kg","ranitidine",8,"Low","Single","6 hr","rLow"
100,"mg/kg","ranitidine",8,"Low","Single","9 hr","rLow"
100,"mg/kg","ranitidine",8,"Low","Single","24 hr","rLow"
100,"mg/kg","rosiglitazone maleate",8,"Middle","Single","3 hr","rHigh"
100,"mg/kg","rosiglitazone maleate",8,"Middle","Single","6 hr","rHigh"
100,"mg/kg","rosiglitazone maleate",8,"Middle","Single","9 hr","rHigh"
100,"mg/kg","rosiglitazone maleate",8,"Middle","Single","24 hr","rHigh"
100,"mg/kg","rosiglitazone maleate",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","rosiglitazone maleate",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","rosiglitazone maleate",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","rosiglitazone maleate",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","sulfasalazine",8,"Low","Single","3 hr","rLow"
100,"mg/kg","sulfasalazine",8,"Low","Single","6 hr","rLow"
100,"mg/kg","sulfasalazine",8,"Low","Single","9 hr","rLow"
100,"mg/kg","sulfasalazine",8,"Low","Single","24 hr","rLow"
100,"mg/kg","sulfasalazine",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","sulfasalazine",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","sulfasalazine",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","sulfasalazine",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","tannic acid",8,"Low","Single","3 hr","rLow"
100,"mg/kg","tannic acid",8,"Low","Single","6 hr","rLow"
100,"mg/kg","tannic acid",8,"Low","Single","9 hr","rLow"
100,"mg/kg","tannic acid",8,"Low","Single","24 hr","rLow"
100,"mg/kg","tannic acid",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","tannic acid",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","tannic acid",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","tannic acid",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","tetracycline",8,"Low","Single","3 hr","rLow"
100,"mg/kg","tetracycline",8,"Low","Single","6 hr","rLow"
100,"mg/kg","tetracycline",8,"Low","Single","9 hr","rLow"
100,"mg/kg","tetracycline",8,"Low","Single","24 hr","rLow"
100,"mg/kg","tetracycline",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","tetracycline",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","tetracycline",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","tetracycline",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","thioridazine",8,"High","Single","3 hr","rHigh"
100,"mg/kg","thioridazine",8,"High","Single","6 hr","rHigh"
100,"mg/kg","thioridazine",8,"High","Single","9 hr","rHigh"
100,"mg/kg","thioridazine",8,"High","Single","24 hr","rHigh"
100,"mg/kg","thioridazine",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","thioridazine",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","thioridazine",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","thioridazine",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","ticlopidine",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","ticlopidine",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","ticlopidine",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","ticlopidine",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","ticlopidine",8,"Low","Single","3 hr","rMiddle"
100,"mg/kg","ticlopidine",8,"Low","Single","6 hr","rMiddle"
100,"mg/kg","ticlopidine",8,"Low","Single","9 hr","rMiddle"
100,"mg/kg","ticlopidine",8,"Low","Single","24 hr","rMiddle"
100,"mg/kg","tiopronin",8,"Low","Single","3 hr","rLow"
100,"mg/kg","tiopronin",8,"Low","Single","6 hr","rLow"
100,"mg/kg","tiopronin",8,"Low","Single","9 hr","rLow"
100,"mg/kg","tiopronin",8,"Low","Single","24 hr","rLow"
100,"mg/kg","tiopronin",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","tiopronin",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","tiopronin",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","tiopronin",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","tolbutamide",8,"Low","Single","3 hr","rLow"
100,"mg/kg","tolbutamide",8,"Low","Single","6 hr","rLow"
100,"mg/kg","tolbutamide",8,"Low","Single","9 hr","rLow"
100,"mg/kg","tolbutamide",8,"Low","Single","24 hr","rLow"
100,"mg/kg","tolbutamide",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","tolbutamide",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","tolbutamide",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","tolbutamide",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","triazolam",8,"Low","Single","3 hr","rLow"
100,"mg/kg","triazolam",8,"Low","Single","6 hr","rLow"
100,"mg/kg","triazolam",8,"Low","Single","9 hr","rLow"
100,"mg/kg","triazolam",8,"Low","Single","24 hr","rLow"
100,"mg/kg","triazolam",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","triazolam",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","triazolam",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","triazolam",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","vitamin A",8,"High","Single","3 hr","rHigh"
100,"mg/kg","vitamin A",8,"High","Single","6 hr","rHigh"
100,"mg/kg","vitamin A",8,"High","Single","9 hr","rHigh"
100,"mg/kg","vitamin A",8,"High","Single","24 hr","rHigh"
100,"mg/kg","vitamin A",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","vitamin A",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","vitamin A",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","vitamin A",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","WY-14643",8,"High","Single","3 hr","rHigh"
100,"mg/kg","WY-14643",8,"High","Single","6 hr","rHigh"
100,"mg/kg","WY-14643",8,"High","Single","9 hr","rHigh"
100,"mg/kg","WY-14643",8,"High","Single","24 hr","rHigh"
100,"mg/kg","WY-14643",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","WY-14643",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","WY-14643",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","WY-14643",8,"High","Repeat","29 day","rHigh"
120,"mg/kg","disopyramide",8,"Middle","Single","3 hr","rMiddle"
120,"mg/kg","disopyramide",8,"Middle","Single","6 hr","rMiddle"
120,"mg/kg","disopyramide",8,"Middle","Single","9 hr","rMiddle"
120,"mg/kg","disopyramide",8,"Middle","Single","24 hr","rMiddle"
120,"mg/kg","disopyramide",8,"Middle","Repeat","4 day","rMiddle"
120,"mg/kg","disopyramide",8,"Middle","Repeat","8 day","rMiddle"
120,"mg/kg","disopyramide",8,"Middle","Repeat","15 day","rMiddle"
120,"mg/kg","disopyramide",8,"Middle","Repeat","29 day","rMiddle"
120,"mg/kg","mexiletine",8,"Middle","Single","3 hr","rMiddle"
120,"mg/kg","mexiletine",8,"Middle","Single","6 hr","rMiddle"
120,"mg/kg","mexiletine",8,"Middle","Single","9 hr","rMiddle"
120,"mg/kg","mexiletine",8,"Middle","Single","24 hr","rMiddle"
120,"mg/kg","mexiletine",8,"Middle","Repeat","4 day","rMiddle"
120,"mg/kg","mexiletine",8,"Middle","Repeat","8 day","rMiddle"
120,"mg/kg","mexiletine",8,"Middle","Repeat","15 day","rMiddle"
120,"mg/kg","mexiletine",8,"Middle","Repeat","29 day","rMiddle"
120,"mg/kg","papaverine",8,"Middle","Single","3 hr","rMiddle"
120,"mg/kg","papaverine",8,"Middle","Single","6 hr","rMiddle"
120,"mg/kg","papaverine",8,"Middle","Single","9 hr","rMiddle"
120,"mg/kg","papaverine",8,"Middle","Single","24 hr","rMiddle"
120,"mg/kg","papaverine",8,"Middle","Repeat","4 day","rMiddle"
120,"mg/kg","papaverine",8,"Middle","Repeat","8 day","rMiddle"
120,"mg/kg","papaverine",8,"Middle","Repeat","15 day","rMiddle"
120,"mg/kg","papaverine",8,"Middle","Repeat","29 day","rMiddle"
120,"mg/kg","simvastatin",8,"Middle","Single","3 hr","rMiddle"
120,"mg/kg","simvastatin",8,"Middle","Single","6 hr","rMiddle"
120,"mg/kg","simvastatin",8,"Middle","Single","9 hr","rMiddle"
120,"mg/kg","simvastatin",8,"Middle","Single","24 hr","rMiddle"
120,"mg/kg","simvastatin",8,"Middle","Repeat","4 day","rMiddle"
120,"mg/kg","simvastatin",8,"Middle","Repeat","8 day","rMiddle"
120,"mg/kg","simvastatin",8,"Middle","Repeat","15 day","rMiddle"
120,"mg/kg","simvastatin",8,"Middle","Repeat","29 day","rMiddle"
150,"mg/kg","allopurinol",8,"High","Single","3 hr","rHigh"
150,"mg/kg","allopurinol",8,"High","Single","6 hr","rHigh"
150,"mg/kg","allopurinol",8,"High","Single","9 hr","rHigh"
150,"mg/kg","allopurinol",8,"High","Single","24 hr","rHigh"
150,"mg/kg","allopurinol",8,"High","Repeat","4 day","rHigh"
150,"mg/kg","allopurinol",8,"High","Repeat","8 day","rHigh"
150,"mg/kg","allopurinol",8,"High","Repeat","15 day","rHigh"
150,"mg/kg","allopurinol",8,"High","Repeat","29 day","rHigh"
150,"mg/kg","amitriptyline",8,"High","Single","3 hr","rHigh"
150,"mg/kg","amitriptyline",8,"High","Single","6 hr","rHigh"
150,"mg/kg","amitriptyline",8,"High","Single","9 hr","rHigh"
150,"mg/kg","amitriptyline",8,"High","Single","24 hr","rHigh"
150,"mg/kg","amitriptyline",8,"High","Repeat","4 day","rHigh"
150,"mg/kg","amitriptyline",8,"High","Repeat","8 day","rHigh"
150,"mg/kg","amitriptyline",8,"High","Repeat","15 day","rHigh"
150,"mg/kg","amitriptyline",8,"High","Repeat","29 day","rHigh"
150,"mg/kg","chlormezanone",8,"Middle","Single","3 hr","rMiddle"
150,"mg/kg","chlormezanone",8,"Middle","Single","6 hr","rMiddle"
150,"mg/kg","chlormezanone",8,"Middle","Single","9 hr","rMiddle"
150,"mg/kg","chlormezanone",8,"Middle","Single","24 hr","rMiddle"
150,"mg/kg","chlormezanone",8,"Middle","Repeat","4 day","rMiddle"
150,"mg/kg","chlormezanone",8,"Middle","Repeat","8 day","rMiddle"
150,"mg/kg","chlormezanone",8,"Middle","Repeat","15 day","rMiddle"
150,"mg/kg","chlormezanone",8,"Middle","Repeat","29 day","rMiddle"
150,"mg/kg","coumarin",8,"High","Single","3 hr","rHigh"
150,"mg/kg","coumarin",8,"High","Single","6 hr","rHigh"
150,"mg/kg","coumarin",8,"High","Single","9 hr","rHigh"
150,"mg/kg","coumarin",8,"High","Single","24 hr","rHigh"
150,"mg/kg","coumarin",8,"High","Repeat","4 day","rHigh"
150,"mg/kg","coumarin",8,"High","Repeat","8 day","rHigh"
150,"mg/kg","coumarin",8,"High","Repeat","15 day","rHigh"
150,"mg/kg","coumarin",8,"High","Repeat","29 day","rHigh"
150,"mg/kg","flutamide",8,"High","Single","3 hr","rHigh"
150,"mg/kg","flutamide",8,"High","Single","6 hr","rHigh"
150,"mg/kg","flutamide",8,"High","Single","9 hr","rHigh"
150,"mg/kg","flutamide",8,"High","Single","24 hr","rHigh"
150,"mg/kg","flutamide",8,"High","Repeat","4 day","rHigh"
150,"mg/kg","flutamide",8,"High","Repeat","8 day","rHigh"
150,"mg/kg","flutamide",8,"High","Repeat","15 day","rHigh"
150,"mg/kg","flutamide",8,"High","Repeat","29 day","rHigh"
150,"mg/kg","labetalol",8,"Middle","Single","3 hr","rMiddle"
150,"mg/kg","labetalol",8,"Middle","Single","6 hr","rMiddle"
150,"mg/kg","labetalol",8,"Middle","Single","9 hr","rMiddle"
150,"mg/kg","labetalol",8,"Middle","Single","24 hr","rMiddle"
150,"mg/kg","labetalol",8,"Middle","Repeat","4 day","rMiddle"
150,"mg/kg","labetalol",8,"Middle","Repeat","8 day","rMiddle"
150,"mg/kg","labetalol",8,"Middle","Repeat","15 day","rMiddle"
150,"mg/kg","labetalol",8,"Middle","Repeat","29 day","rMiddle"
150,"mg/kg","moxisylyte",8,"Middle","Single","3 hr","rMiddle"
150,"mg/kg","moxisylyte",8,"Middle","Single","6 hr","rMiddle"
150,"mg/kg","moxisylyte",8,"Middle","Single","9 hr","rMiddle"
150,"mg/kg","moxisylyte",8,"Middle","Single","24 hr","rMiddle"
150,"mg/kg","moxisylyte",8,"Middle","Repeat","4 day","rMiddle"
150,"mg/kg","moxisylyte",8,"Middle","Repeat","8 day","rMiddle"
150,"mg/kg","moxisylyte",8,"Middle","Repeat","15 day","rMiddle"
150,"mg/kg","moxisylyte",8,"Middle","Repeat","29 day","rMiddle"
150,"mg/kg","perhexiline",8,"High","Single","3 hr","rHigh"
150,"mg/kg","perhexiline",8,"High","Single","6 hr","rHigh"
150,"mg/kg","perhexiline",8,"High","Single","9 hr","rHigh"
150,"mg/kg","perhexiline",8,"High","Single","24 hr","rHigh"
150,"mg/kg","perhexiline",8,"High","Repeat","4 day","rHigh"
150,"mg/kg","perhexiline",8,"High","Repeat","8 day","rHigh"
150,"mg/kg","perhexiline",8,"High","Repeat","15 day","rHigh"
150,"mg/kg","perhexiline",8,"High","Repeat","29 day","rHigh"
150,"mg/kg","propranolol",8,"High","Single","3 hr","rHigh"
150,"mg/kg","propranolol",8,"High","Single","6 hr","rHigh"
150,"mg/kg","propranolol",8,"High","Single","9 hr","rHigh"
150,"mg/kg","propranolol",8,"High","Single","24 hr","rHigh"
150,"mg/kg","propranolol",8,"High","Repeat","4 day","rHigh"
150,"mg/kg","propranolol",8,"High","Repeat","8 day","rHigh"
150,"mg/kg","propranolol",8,"High","Repeat","15 day","rHigh"
150,"mg/kg","propranolol",8,"High","Repeat","29 day","rHigh"
150,"mg/kg","triamterene",8,"High","Single","3 hr","rHigh"
150,"mg/kg","triamterene",8,"High","Single","6 hr","rHigh"
150,"mg/kg","triamterene",8,"High","Single","9 hr","rHigh"
150,"mg/kg","triamterene",8,"High","Single","24 hr","rHigh"
150,"mg/kg","triamterene",8,"High","Repeat","4 day","rHigh"
150,"mg/kg","triamterene",8,"High","Repeat","8 day","rHigh"
150,"mg/kg","triamterene",8,"High","Repeat","15 day","rHigh"
150,"mg/kg","triamterene",8,"High","Repeat","29 day","rHigh"
150,"mg/kg","trimethadione",8,"Middle","Single","3 hr","rMiddle"
150,"mg/kg","trimethadione",8,"Middle","Single","6 hr","rMiddle"
150,"mg/kg","trimethadione",8,"Middle","Single","9 hr","rMiddle"
150,"mg/kg","trimethadione",8,"Middle","Single","24 hr","rMiddle"
150,"mg/kg","trimethadione",8,"Middle","Repeat","4 day","rMiddle"
150,"mg/kg","trimethadione",8,"Middle","Repeat","8 day","rMiddle"
150,"mg/kg","trimethadione",8,"Middle","Repeat","15 day","rMiddle"
150,"mg/kg","trimethadione",8,"Middle","Repeat","29 day","rMiddle"
150,"mg/kg","valproic acid",8,"Middle","Single","3 hr","rMiddle"
150,"mg/kg","valproic acid",8,"Middle","Single","6 hr","rMiddle"
150,"mg/kg","valproic acid",8,"Middle","Single","9 hr","rMiddle"
150,"mg/kg","valproic acid",8,"Middle","Single","24 hr","rMiddle"
150,"mg/kg","valproic acid",8,"Middle","Repeat","4 day","rMiddle"
150,"mg/kg","valproic acid",8,"Middle","Repeat","8 day","rMiddle"
150,"mg/kg","valproic acid",8,"Middle","Repeat","15 day","rMiddle"
150,"mg/kg","valproic acid",8,"Middle","Repeat","29 day","rMiddle"
200,"mg/kg","acetazolamide",8,"Middle","Single","3 hr","rMiddle"
200,"mg/kg","acetazolamide",8,"Middle","Single","6 hr","rMiddle"
200,"mg/kg","acetazolamide",8,"Middle","Single","9 hr","rMiddle"
200,"mg/kg","acetazolamide",8,"Middle","Single","24 hr","rMiddle"
200,"mg/kg","acetazolamide",8,"Middle","Repeat","4 day","rMiddle"
200,"mg/kg","acetazolamide",8,"Middle","Repeat","8 day","rMiddle"
200,"mg/kg","acetazolamide",8,"Middle","Repeat","15 day","rMiddle"
200,"mg/kg","acetazolamide",8,"Middle","Repeat","29 day","rMiddle"
200,"mg/kg","amiodarone",8,"High","Repeat","4 day","rHigh"
200,"mg/kg","amiodarone",8,"High","Repeat","8 day","rHigh"
